accession	gene	protein_name	length	organism	organism_taxon_id	disease_uniprot_name	disease_uniprot_id	disease_acronym	mim_id	uniprot_url
P9WPB3	pcaA	Cyclopropane mycolic acid synthase 3	287	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WPB3
P9WPP1	cyp125	Steroid C26-monooxygenase	433	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WPP1
P9WPP3	cyp124	Methyl-branched lipid omega-hydroxylase	428	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WPP3
P9WPU1	ctpA	Copper-exporting P-type ATPase	761	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WPU1
P9WQ37	fadD13	Long-chain-fatty-acid--CoA ligase FadD13	503	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WQ37
P9WQ51	fadD19	Medium/long-chain-fatty-acid--CoA/3-oxocholest-4-en-26-oate--CoA ligase	548	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WQ51
P9WQB1	ald	Alanine dehydrogenase	371	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WQB1
P9WQE9	pks2	Phthioceranic/hydroxyphthioceranic acid synthase	2126	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WQE9
P9WQH3	hsaG	Propanal dehydrogenase (CoA-propanoylating)	303	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WQH3
P9WQH7	accD5	Biotin-dependent acetyl-/propionyl-coenzyme A carboxylase beta5 subunit	548	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WQH7
P9WQP3	fbpA	Diacylglycerol acyltransferase/mycolyltransferase Ag85A	338	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WQP3
Q79FC3	PE_PGRS45	PE-PGRS family protein PE_PGRS45	461	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/Q79FC3
Q79FW0		Bifunctional aminodeoxychorismate lyase / D-amino acid transaminase	289	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/Q79FW0
Q79FW5	PE_PGRS11	PE-PGRS family protein PE_PGRS11	584	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/Q79FW5
Q79FX8	mmaA4	Hydroxymycolate synthase MmaA4	301	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/Q79FX8
I6WXK4	ptpB	Triple specificity protein phosphatase PtpB	276	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/I6WXK4
I6XU97		Esterase Rv0045c	298	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/I6XU97
I6Y1Q2	mntR	Manganese-dependent transcriptional repressor MntR	228	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/I6Y1Q2
I6YG32	rimI	N-alpha-acetyltransferase RimI	158	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/I6YG32
O05461	mycP1	Mycosin-1	446	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/O05461
O05581		Acetyltransferase Pat	333	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/O05581
O05877	ppk2	GDP-polyphosphate phosphotransferase	295	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/O05877
O33336	pptT	4'-phosphopantetheinyl transferase PptT	227	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/O33336
O50461	relE	Toxin RelE	97	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/O50461
O53166	acn	Aconitate hydratase A	943	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/O53166
O53361	sapM	Phosphatidylinositol-3-phosphatase	299	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/O53361
O53666	fadE5	Broad-specificity linear acyl-CoA dehydrogenase FadE5	611	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/O53666
O53699	stf0	Trehalose 2-sulfotransferase	267	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/O53699
P96379	mazG	Nucleoside triphosphate pyrophosphohydrolase	325	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P96379
P96855	fadE34	Acyl-CoA dehydrogenase FadE34	711	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P96855
P9WF09	relK	Toxin RelK	85	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WF09
P9WF41	whiB3	Redox- and pH-responsive transcriptional regulator WhiB3	102	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WF41
P9WFK7	eis	N-acetyltransferase Eis	402	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WFK7
P9WG27	rpfD	Resuscitation-promoting factor RpfD	154	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WG27
P9WG43	tpiA	Triosephosphate isomerase	261	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WG43
P9WG49	topA	DNA topoisomerase 1	934	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WG49
P9WGB7	metB	Cystathionine gamma-synthase	388	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WGB7
P9WGH1	sigC	ECF RNA polymerase sigma factor SigC	185	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WGH1
P9WGK3	devS	Oxygen sensor histidine kinase response regulator DevS/DosS	578	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WGK3
P9WGK9	mtrB	Sensor histidine kinase MtrB	567	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WGK9
P9WGP3	secA2	Protein translocase subunit SecA 2	808	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WGP3
P9WGT1	fabG3	3-alpha-(or 20-beta)-hydroxysteroid dehydrogenase	260	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WGT1
P9WGU1	pstS1	Phosphate-binding protein PstS 1	374	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WGU1
P9WGY9	rpoB	DNA-directed RNA polymerase subunit beta	1178	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WGY9
P9WH13	rmlA	Glucose-1-phosphate thymidylyltransferase	288	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WH13
P9WHN5	pup	Prokaryotic ubiquitin-like protein Pup	64	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WHN5
P9WHQ9	hpt	Hypoxanthine-guanine phosphoribosyltransferase	202	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WHQ9
P9WHS3	rip1	Zinc metalloprotease Rip1	404	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WHS3
P9WHW5	pstP	Serine/threonine protein phosphatase PstP	514	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WHW5
P9WI31	PPE15	PPE family protein PPE15	391	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WI31
P9WI55	ppa	Inorganic pyrophosphatase	162	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WI55
P9WI69	pknI	Serine/threonine-protein kinase PknI	585	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WI69
P9WI75	pknF	Serine/threonine-protein kinase PknF	476	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WI75
P9WI77	pknE	Serine/threonine-protein kinase PknE	566	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WI77
P9WI79	pknD	Serine/threonine-protein kinase PknD	664	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WI79
P9WIC1		Intracellular chorismate mutase	105	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WIC1
P9WID7	pfkA	ATP-dependent 6-phosphofructokinase	343	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WID7
P9WIF5	PE_PGRS33	PE-PGRS family protein PE_PGRS33	498	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WIF5
P9WIL5	panC	Pantothenate synthetase	309	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WIL5
P9WIN5	papA5	Phthiocerol/phthiodiolone dimycocerosyl transferase	422	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WIN5
P9WIP7	lsr2	Nucleoid-associated protein Lsr2	112	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WIP7
P9WIQ3	fprA	NADPH-ferredoxin reductase FprA	456	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WIQ3
P9WIS7	dlaT	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex	553	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WIS7
P9WJ69	rshA	Anti-sigma factor RshA	101	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WJ69
P9WJ93	hmp	3-ketosteroid-9-alpha-monooxygenase, ferredoxin reductase component	358	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WJ93
P9WJB7	espR	Nucleoid-associated protein EspR	132	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WJB7
P9WJN5	mscL	Large-conductance mechanosensitive channel	151	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WJN5
P9WJQ3	narG	Nitrate reductase alpha subunit	1232	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WJQ3
P9WJY3		Triacylglyceride transporter Rv1410c	518	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WJY3
P9WK45	lprG	Lipoarabinomannan carrier protein LprG	236	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WK45
P9WK61	lpqH	Lipoprotein LpqH	159	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WK61
P9WKC7	tgs2	Probable diacyglycerol O-acyltransferase tgs2	454	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WKC7
P9WKE1	tmk	Thymidylate kinase	214	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WKE1
P9WKL1	icd-1	Isocitrate dehydrogenase [NADP] 1	409	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WKL1
P9WKL5	htm	2-heptyl-1-hydroxyquinolin-4(1H)-one methyltransferase	241	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WKL5
P9WKZ1		Alpha-ketoglutarate-dependent sulfate ester dioxygenase	295	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WKZ1
P9WLL9		S-adenosyl-L-methionine-dependent methyltransferase Rv2067c	407	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WLL9
P9WMH1	ideR	Iron-dependent repressor IdeR	230	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WMH1
P9WMN3	glmU	Bifunctional protein GlmU	495	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WMN3
P9WMS7	guaA	GMP synthase [glutamine-hydrolyzing]	525	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WMS7
P9WMW9	gpgS	Glucosyl-3-phosphoglycerate synthase	324	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WMW9
P9WMX3	glfT1	Galactofuranosyltransferase GlfT1	304	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WMX3
P9WN93	fumC	Fumarate hydratase class II	474	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WN93
P9WN99	rodA	Peptidoglycan glycosyltransferase RodA	469	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WN99
P9WNB1	eccCb1	ESX-1 secretion system protein EccCb1	591	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WNB1
P9WNB9	nei1	Endonuclease 8 1	268	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WNB9
P9WNK7	esxA	6 kDa early secretory antigenic target	95	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WNK7
P9WNP7	fadB2	3-hydroxybutyryl-CoA dehydrogenase	286	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WNP7
P9WNW3	dnaA	Chromosomal replication initiator protein DnaA	507	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WNW3
P9WNX5	asd	Aspartate-semialdehyde dehydrogenase	345	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WNX5
P9WP17	dcd	dCTP deaminase, dUMP-forming	190	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WP17
P9WP21	dapD	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase	317	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WP21
P9WP43	cut7	Carboxylesterase Culp1	217	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WP43
P9WP53	cysM	O-phosphoserine sulfhydrylase	323	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WP53
P9WP65		cAMP/cGMP dual specificity phosphodiesterase Rv0805	318	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WP65
P9WPE9	groEL1	Chaperonin GroEL 1	539	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WPE9
P9WPH9	eccA1	ESX-1 secretion system protein EccA1	573	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WPH9
P9WPJ9	mtcA2	Carbonic anhydrase 2	207	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WPJ9
P9WPP9	cyp51	Sterol 14alpha-demethylase	451	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WPP9
P9WPQ7	bioB	Biotin synthase	349	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WPQ7
P9WPY1	aroC	Chorismate synthase	401	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WPY1
P9WPY3	aroK	Shikimate kinase	176	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WPY3
P9WPY5	aroA	3-phosphoshikimate 1-carboxyvinyltransferase	450	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WPY5
P9WQ41	mbtM	Medium/long-chain-fatty-acid--[acyl-carrier-protein] ligase MbtM	521	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WQ41
P9WQ47	fadD23	Long-chain-fatty-acid--AMP ligase FadD23	584	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WQ47
P9WQ59	fadD28	Long-chain-fatty-acid--AMP ligase FadD28	580	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WQ59
P9WQ73	serC	Phosphoserine aminotransferase	376	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WQ73
P9WQB7	ahpC	Alkyl hydroperoxide reductase C	195	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WQB7
P9WQD5	tesA	Thioesterase TesA	261	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WQD5
P9WQD7	kasB	3-oxoacyl-[acyl-carrier-protein] synthase 2	417	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WQD7
P9WQE1	ppsE	Phenolphthiocerol/phthiocerol polyketide synthase subunit E	1488	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WQE1
P9WQK7	uvrA	UvrABC system protein A	972	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WQK7
P9WQP1	fbpB	Diacylglycerol acyltransferase/mycolyltransferase Ag85B	325	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WQP1
Q6MWZ7	gpm2	Acid phosphatase	203	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/Q6MWZ7
I6WZG6	enc	Type 1 encapsulin shell protein	265	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/I6WZG6
I6X235		ADP-ribose pyrophosphatase	207	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/I6X235
I6X8D2	pks13	Polyketide synthase Pks13	1733	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/I6X8D2
I6XD65	pncA	Nicotinamidase/pyrazinamidase	186	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/I6XD65
I6Y0R5	folC	Dihydrofolate synthase/folylpolyglutamate synthase	487	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/I6Y0R5
I6Y3Q0	fadE27	Acyl-CoA dehydrogenase FadE27	373	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/I6Y3Q0
I6Y9J2	ldtB	L,D-transpeptidase 2	408	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/I6Y9J2
I6YCA3	fadE26	Acyl-CoA dehydrogenase FadE26	400	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/I6YCA3
L0TC47	lipV	Lipase LipV	261	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/L0TC47
O06319	cut4	Phospholipase Culp4	226	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/O06319
O06582	prpD	2-methylcitrate dehydratase	526	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/O06582
O06769		Neutral ceramidase	637	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/O06769
O07783	vapC4	Ribonuclease VapC4	130	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/O07783
O53168	ripA	Peptidoglycan endopeptidase RipA	472	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/O53168
O53177	rpfE	Resuscitation-promoting factor RpfE	172	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/O53177
O53493	ppm1	Bifunctional apolipoprotein N-acyltransferase/polyprenol monophosphomannose synthase	874	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/O53493
O53581	cut6	Carboxylesterase/lipase Culp6	336	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/O53581
O53585	glfT2	Galactofuranosyltransferase GlfT2	637	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/O53585
P71707	ponA1	Penicillin-binding protein A1	820	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P71707
P96277	virR	Vesiculogenesis and immune response regulator	164	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P96277
P9WFD7		Universal stress protein Rv2623	297	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WFD7
P9WFZ5	otsB	Trehalose-phosphate phosphatase	391	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WFZ5
P9WGI9	glyA1	Serine hydroxymethyltransferase 1	438	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WGI9
P9WGK1	dosT	Oxygen sensor histidine kinase response regulator DosT	573	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WGK1
P9WGL5	pdtaS	Sensor histidine kinase PdtaS	501	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WGL5
P9WGM9	mprA	Response regulator MprA	230	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WGM9
P9WGP5	secA1	Protein translocase subunit SecA 1	949	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WGP5
P9WGV3	ahcY	Adenosylhomocysteinase	495	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WGV3
P9WH11	rmlC	dTDP-4-dehydrorhamnose 3,5-epimerase	202	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WH11
P9WHF1	ribBA	Riboflavin biosynthesis protein RibBA	425	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WHF1
P9WHH3	mtr	Mycothione reductase	459	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WHH3
P9WHJ3	recA	Protein RecA	790	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WHJ3
P9WHN7	pth	Peptidyl-tRNA hydrolase	191	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WHN7
P9WI63	pknL	Serine/threonine-protein kinase PknL	399	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WI63
P9WI67	pknJ	Serine/threonine-protein kinase PknJ	589	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WI67
P9WIA1	ptpA	Low molecular weight protein-tyrosine phosphatase A	163	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WIA1
P9WID5	adoK	Adenosine kinase	324	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WID5
P9WIH9	mazF3	Endoribonuclease MazF3	103	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WIH9
P9WIL3	panD	Aspartate 1-decarboxylase	139	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WIL3
P9WIS9	aceE	Pyruvate dehydrogenase E1 component	930	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WIS9
P9WJA1	hsaA	Flavin-dependent monooxygenase, oxygenase subunit HsaA	394	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WJA1
