accession	gene	protein_name	length	organism	organism_taxon_id	disease_uniprot_name	disease_uniprot_id	disease_acronym	mim_id	uniprot_url
O75558	STX11	Syntaxin-11	287	Homo sapiens	9606	Hemophagocytic lymphohistiocytosis, familial, 4	DI-01575	FHL4		https://rest.uniprot.org/uniprotkb/O75558
O75648	TRMU	Mitochondrial tRNA-specific 2-thiouridylase 1	421	Homo sapiens	9606	Deafness, aminoglycoside-induced	DI-05233	DFNI		https://rest.uniprot.org/uniprotkb/O75648
O75648	TRMU	Mitochondrial tRNA-specific 2-thiouridylase 1	421	Homo sapiens	9606	Liver failure, infantile, transient	DI-02634	LFIT		https://rest.uniprot.org/uniprotkb/O75648
O75762	TRPA1	Transient receptor potential cation channel subfamily A member 1	1119	Homo sapiens	9606	Episodic pain syndrome, familial, 1	DI-03683	FEPS1		https://rest.uniprot.org/uniprotkb/O75762
O75838	CIB2	Calcium and integrin-binding family member 2	187	Homo sapiens	9606	Deafness, autosomal recessive, 48	DI-03551	DFNB48		https://rest.uniprot.org/uniprotkb/O75838
O75838	CIB2	Calcium and integrin-binding family member 2	187	Homo sapiens	9606	Usher syndrome 1J	DI-03552	USH1J		https://rest.uniprot.org/uniprotkb/O75838
O75879	GATB	Glutamyl-tRNA(Gln) amidotransferase subunit B, mitochondrial	557	Homo sapiens	9606	Combined oxidative phosphorylation deficiency 41	DI-05809	COXPD41		https://rest.uniprot.org/uniprotkb/O75879
O75969	AKAP3	A-kinase anchor protein 3	853	Homo sapiens	9606	Spermatogenic failure 82	DI-06667	SPGF82		https://rest.uniprot.org/uniprotkb/O75969
O76039	CDKL5	Cyclin-dependent kinase-like 5	960	Homo sapiens	9606	Developmental and epileptic encephalopathy 2	DI-00472	DEE2		https://rest.uniprot.org/uniprotkb/O76039
O94805	ACTL6B	Actin-like protein 6B	426	Homo sapiens	9606	Developmental and epileptic encephalopathy 76	DI-05592	DEE76		https://rest.uniprot.org/uniprotkb/O94805
O94805	ACTL6B	Actin-like protein 6B	426	Homo sapiens	9606	Intellectual developmental disorder with severe speech and ambulation defects	DI-05593	IDDSSAD		https://rest.uniprot.org/uniprotkb/O94805
O94898	LRIG2	Leucine-rich repeats and immunoglobulin-like domains protein 2	1065	Homo sapiens	9606	Urofacial syndrome 2	DI-03706	UFS2		https://rest.uniprot.org/uniprotkb/O94898
O95153	TSPOAP1	Peripheral-type benzodiazepine receptor-associated protein 1	1857	Homo sapiens	9606	Dystonia 22, adult-onset	DI-06727	DYT22AO		https://rest.uniprot.org/uniprotkb/O95153
O95153	TSPOAP1	Peripheral-type benzodiazepine receptor-associated protein 1	1857	Homo sapiens	9606	Dystonia 22, juvenile-onset	DI-06726	DYT22JO		https://rest.uniprot.org/uniprotkb/O95153
O95169	NDUFB8	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 8, mitochondrial	186	Homo sapiens	9606	Mitochondrial complex I deficiency, nuclear type 32	DI-05427	MC1DN32		https://rest.uniprot.org/uniprotkb/O95169
O95237	LRAT	Lecithin retinol acyltransferase	230	Homo sapiens	9606	Leber congenital amaurosis 14	DI-02683	LCA14		https://rest.uniprot.org/uniprotkb/O95237
O95248	SBF1	Myotubularin-related protein 5	1868	Homo sapiens	9606	Charcot-Marie-Tooth disease, demyelinating, type 4B3	DI-03784	CMT4B3		https://rest.uniprot.org/uniprotkb/O95248
O95298	NDUFC2	NADH dehydrogenase [ubiquinone] 1 subunit C2	119	Homo sapiens	9606	Mitochondrial complex I deficiency, nuclear type 36	DI-06016	MC1DN36		https://rest.uniprot.org/uniprotkb/O95298
O95342	ABCB11	Bile salt export pump	1321	Homo sapiens	9606	Cholestasis, progressive familial intrahepatic, 2	DI-00950	PFIC2		https://rest.uniprot.org/uniprotkb/O95342
O95342	ABCB11	Bile salt export pump	1321	Homo sapiens	9606	Cholestasis, benign recurrent intrahepatic, 2	DI-00186	BRIC2		https://rest.uniprot.org/uniprotkb/O95342
O95343	SIX3	Homeobox protein SIX3	332	Homo sapiens	9606	Holoprosencephaly 2	DI-00566	HPE2		https://rest.uniprot.org/uniprotkb/O95343
O95343	SIX3	Homeobox protein SIX3	332	Homo sapiens	9606	Schizencephaly	DI-02284	SCHZC		https://rest.uniprot.org/uniprotkb/O95343
O95352	ATG7	Ubiquitin-like modifier-activating enzyme ATG7	703	Homo sapiens	9606	Spinocerebellar ataxia, autosomal recessive, 31	DI-06159	SCAR31		https://rest.uniprot.org/uniprotkb/O95352
O95394	PGM3	Phosphoacetylglucosamine mutase	542	Homo sapiens	9606	Immunodeficiency 23	DI-04117	IMD23		https://rest.uniprot.org/uniprotkb/O95394
O95427	PIGN	GPI ethanolamine phosphate transferase 1	931	Homo sapiens	9606	Multiple congenital anomalies-hypotonia-seizures syndrome 1	DI-03203	MCAHS1		https://rest.uniprot.org/uniprotkb/O95427
O95470	SGPL1	Sphingosine-1-phosphate lyase 1	568	Homo sapiens	9606	RENI syndrome	DI-05043	RENI		https://rest.uniprot.org/uniprotkb/O95470
O95479	H6PD	GDH/6PGL endoplasmic bifunctional protein	791	Homo sapiens	9606	Cortisone reductase deficiency 1	DI-01436	CORTRD1		https://rest.uniprot.org/uniprotkb/O95479
O95528	SLC2A10	Solute carrier family 2, facilitated glucose transporter member 10	541	Homo sapiens	9606	Arterial tortuosity syndrome	DI-01190	ATORS		https://rest.uniprot.org/uniprotkb/O95528
O95571	ETHE1	Persulfide dioxygenase ETHE1, mitochondrial	254	Homo sapiens	9606	Ethylmalonic encephalopathy	DI-01539	EE		https://rest.uniprot.org/uniprotkb/O95571
O95622	ADCY5	Adenylate cyclase type 5	1261	Homo sapiens	9606	Dyskinesia with orofacial involvement, autosomal recessive	DI-06289	DSKOR		https://rest.uniprot.org/uniprotkb/O95622
O95622	ADCY5	Adenylate cyclase type 5	1261	Homo sapiens	9606	Dyskinesia with orofacial involvement, autosomal dominant	DI-03514	DSKOD		https://rest.uniprot.org/uniprotkb/O95622
O95622	ADCY5	Adenylate cyclase type 5	1261	Homo sapiens	9606	Neurodevelopmental disorder with hyperkinetic movements and dyskinesia	DI-06286	NEDHYD		https://rest.uniprot.org/uniprotkb/O95622
O95630	STAMBP	STAM-binding protein	424	Homo sapiens	9606	Microcephaly-capillary malformation syndrome	DI-03797	MICCAP		https://rest.uniprot.org/uniprotkb/O95630
O95714	HERC2	E3 ubiquitin-protein ligase HERC2	4834	Homo sapiens	9606	Intellectual developmental disorder, autosomal recessive 38	DI-03939	MRT38		https://rest.uniprot.org/uniprotkb/O95714
O95876	WDPCP	WD repeat-containing and planar cell polarity effector protein fritz homolog	746	Homo sapiens	9606	Bardet-Biedl syndrome 15	DI-02938	BBS15		https://rest.uniprot.org/uniprotkb/O95876
O95876	WDPCP	WD repeat-containing and planar cell polarity effector protein fritz homolog	746	Homo sapiens	9606	Congenital heart defects, hamartomas of tongue, and polysyndactyly	DI-04320	CHDTHP		https://rest.uniprot.org/uniprotkb/O95876
O95996	APC2	Adenomatous polyposis coli protein 2	2303	Homo sapiens	9606	Intellectual developmental disorder, autosomal recessive 74	DI-04855	MRT74		https://rest.uniprot.org/uniprotkb/O95996
O95996	APC2	Adenomatous polyposis coli protein 2	2303	Homo sapiens	9606	Cortical dysplasia, complex, with other brain malformations 10	DI-05688	CDCBM10		https://rest.uniprot.org/uniprotkb/O95996
O96000	NDUFB10	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 10	172	Homo sapiens	9606	Mitochondrial complex I deficiency, nuclear type 35	DI-05907	MC1DN35		https://rest.uniprot.org/uniprotkb/O96000
P00338	LDHA	L-lactate dehydrogenase A chain	332	Homo sapiens	9606	Glycogen storage disease 11	DI-02478	GSD11		https://rest.uniprot.org/uniprotkb/P00338
P00374	DHFR	Dihydrofolate reductase	187	Homo sapiens	9606	Megaloblastic anemia due to dihydrofolate reductase deficiency	DI-03110	DHFRD		https://rest.uniprot.org/uniprotkb/P00374
P00480	OTC	Ornithine transcarbamylase, mitochondrial	354	Homo sapiens	9606	Ornithine carbamoyltransferase deficiency	DI-00883	OTCD		https://rest.uniprot.org/uniprotkb/P00480
P00505	GOT2	Aspartate aminotransferase, mitochondrial	430	Homo sapiens	9606	Developmental and epileptic encephalopathy 82	DI-05722	DEE82		https://rest.uniprot.org/uniprotkb/P00505
P00519	ABL1	Tyrosine-protein kinase ABL1	1130	Homo sapiens	9606	Leukemia, chronic myeloid	DI-03735	CML		https://rest.uniprot.org/uniprotkb/P00519
P00519	ABL1	Tyrosine-protein kinase ABL1	1130	Homo sapiens	9606	Congenital heart defects and skeletal malformations syndrome	DI-05064	CHDSKM		https://rest.uniprot.org/uniprotkb/P00519
P00846	MT-ATP6	ATP synthase F(0) complex subunit a	226	Homo sapiens	9606	Neuropathy, ataxia, and retinitis pigmentosa	DI-02048	NARP		https://rest.uniprot.org/uniprotkb/P00846
P00846	MT-ATP6	ATP synthase F(0) complex subunit a	226	Homo sapiens	9606	Leber hereditary optic neuropathy	DI-00640	LHON		https://rest.uniprot.org/uniprotkb/P00846
P00846	MT-ATP6	ATP synthase F(0) complex subunit a	226	Homo sapiens	9606	Leigh syndrome	DI-01886	LS		https://rest.uniprot.org/uniprotkb/P00846
P00846	MT-ATP6	ATP synthase F(0) complex subunit a	226	Homo sapiens	9606	Mitochondrial infantile bilateral striatal necrosis	DI-01818	MIBSN		https://rest.uniprot.org/uniprotkb/P00846
P00846	MT-ATP6	ATP synthase F(0) complex subunit a	226	Homo sapiens	9606	Mitochondrial complex V deficiency, mitochondrial 1	DI-03714	MC5DM1		https://rest.uniprot.org/uniprotkb/P00846
P00846	MT-ATP6	ATP synthase F(0) complex subunit a	226	Homo sapiens	9606	Myopathy, lactic acidosis, and sideroblastic anemia 3	DI-04410	MLASA3		https://rest.uniprot.org/uniprotkb/P00846
P00846	MT-ATP6	ATP synthase F(0) complex subunit a	226	Homo sapiens	9606	Ataxia and polyneuropathy, adult-onset	DI-04887	APAO		https://rest.uniprot.org/uniprotkb/P00846
P00846	MT-ATP6	ATP synthase F(0) complex subunit a	226	Homo sapiens	9606	Cardiomyopathy, infantile hypertrophic	DI-04888	CMHI		https://rest.uniprot.org/uniprotkb/P00846
P01185	AVP	Vasopressin-neurophysin 2-copeptin	164	Homo sapiens	9606	Diabetes insipidus, neurohypophyseal	DI-01217	NDI		https://rest.uniprot.org/uniprotkb/P01185
P01270	PTH	Parathyroid hormone	115	Homo sapiens	9606	Hypoparathyroidism, familial isolated, 1	DI-01590	FIH1		https://rest.uniprot.org/uniprotkb/P01270
P01308	INS	Insulin	110	Homo sapiens	9606	Hyperproinsulinemia	DI-01585	HPRI		https://rest.uniprot.org/uniprotkb/P01308
P01308	INS	Insulin	110	Homo sapiens	9606	Type 1 diabetes mellitus 2	DI-02788	T1D2		https://rest.uniprot.org/uniprotkb/P01308
P01308	INS	Insulin	110	Homo sapiens	9606	Diabetes mellitus, permanent neonatal, 4	DI-05825	PNDM4		https://rest.uniprot.org/uniprotkb/P01308
P01308	INS	Insulin	110	Homo sapiens	9606	Maturity-onset diabetes of the young 10	DI-02786	MODY10		https://rest.uniprot.org/uniprotkb/P01308
P01579	IFNG	Interferon gamma	166	Homo sapiens	9606	Aplastic anemia	DI-02842	AA		https://rest.uniprot.org/uniprotkb/P01579
P01579	IFNG	Interferon gamma	166	Homo sapiens	9606	Immunodeficiency 69	DI-05886	IMD69		https://rest.uniprot.org/uniprotkb/P01579
P01732	CD8A	T-cell surface glycoprotein CD8 alpha chain	235	Homo sapiens	9606	Immunodeficiency 116	DI-01560	IMD116		https://rest.uniprot.org/uniprotkb/P01732
P02452	COL1A1	Collagen alpha-1(I) chain	1464	Homo sapiens	9606	Caffey disease	DI-01310	CAFYD		https://rest.uniprot.org/uniprotkb/P02452
P02452	COL1A1	Collagen alpha-1(I) chain	1464	Homo sapiens	9606	Ehlers-Danlos syndrome, classic type, 1	DI-00436	EDSCL1		https://rest.uniprot.org/uniprotkb/P02452
P02452	COL1A1	Collagen alpha-1(I) chain	1464	Homo sapiens	9606	Ehlers-Danlos syndrome, arthrochalasia type, 1	DI-00442	EDSARTH1		https://rest.uniprot.org/uniprotkb/P02452
P02452	COL1A1	Collagen alpha-1(I) chain	1464	Homo sapiens	9606	Osteogenesis imperfecta 1	DI-02106	OI1		https://rest.uniprot.org/uniprotkb/P02452
P02452	COL1A1	Collagen alpha-1(I) chain	1464	Homo sapiens	9606	Osteogenesis imperfecta 2	DI-02107	OI2		https://rest.uniprot.org/uniprotkb/P02452
P02452	COL1A1	Collagen alpha-1(I) chain	1464	Homo sapiens	9606	Osteogenesis imperfecta 3	DI-02108	OI3		https://rest.uniprot.org/uniprotkb/P02452
P02452	COL1A1	Collagen alpha-1(I) chain	1464	Homo sapiens	9606	Osteogenesis imperfecta 4	DI-02103	OI4		https://rest.uniprot.org/uniprotkb/P02452
P02452	COL1A1	Collagen alpha-1(I) chain	1464	Homo sapiens	9606	Combined osteogenesis imperfecta and Ehlers-Danlos syndrome 1	DI-05986	OIEDS1		https://rest.uniprot.org/uniprotkb/P02452
P02452	COL1A1	Collagen alpha-1(I) chain	1464	Homo sapiens	9606	Osteoporosis	DI-02659	OSTEOP		https://rest.uniprot.org/uniprotkb/P02452
P02511	CRYAB	Alpha-crystallin B chain	175	Homo sapiens	9606	Myopathy, myofibrillar, 2A, adult-onset	DI-01179	MFM2A		https://rest.uniprot.org/uniprotkb/P02511
P02511	CRYAB	Alpha-crystallin B chain	175	Homo sapiens	9606	Cataract 16, multiple types	DI-02998	CTRCT16		https://rest.uniprot.org/uniprotkb/P02511
P02511	CRYAB	Alpha-crystallin B chain	175	Homo sapiens	9606	Myopathy, myofibrillar, 2B, infantile-onset	DI-03083	MFM2B		https://rest.uniprot.org/uniprotkb/P02511
P02511	CRYAB	Alpha-crystallin B chain	175	Homo sapiens	9606	Cardiomyopathy, dilated, 1II	DI-03750	CMD1II		https://rest.uniprot.org/uniprotkb/P02511
P02538	KRT6A	Keratin, type II cytoskeletal 6A	564	Homo sapiens	9606	Pachyonychia congenita 3	DI-04094	PC3		https://rest.uniprot.org/uniprotkb/P02538
P02649	APOE	Apolipoprotein E	317	Homo sapiens	9606	Hyperlipoproteinemia 3	DI-01771	HLPP3		https://rest.uniprot.org/uniprotkb/P02649
P02649	APOE	Apolipoprotein E	317	Homo sapiens	9606	Alzheimer disease 2	DI-02694	AD2		https://rest.uniprot.org/uniprotkb/P02649
P02649	APOE	Apolipoprotein E	317	Homo sapiens	9606	Sea-blue histiocyte disease	DI-02290	SBHD		https://rest.uniprot.org/uniprotkb/P02649
P02649	APOE	Apolipoprotein E	317	Homo sapiens	9606	Lipoprotein glomerulopathy	DI-01910	LPG		https://rest.uniprot.org/uniprotkb/P02649
P02679	FGG	Fibrinogen gamma chain	453	Homo sapiens	9606	Congenital afibrinogenemia	DI-01387	CAFBN		https://rest.uniprot.org/uniprotkb/P02679
P02679	FGG	Fibrinogen gamma chain	453	Homo sapiens	9606	Dysfibrinogenemia, congenital	DI-04218	DYSFIBRIN		https://rest.uniprot.org/uniprotkb/P02679
P02745	C1QA	Complement C1q subcomponent subunit A	245	Homo sapiens	9606	C1q deficiency 1	DI-01305	C1QD1		https://rest.uniprot.org/uniprotkb/P02745
P02747	C1QC	Complement C1q subcomponent subunit C	245	Homo sapiens	9606	C1q deficiency 3	DI-06646	C1QD3		https://rest.uniprot.org/uniprotkb/P02747
P02748	C9	Complement component C9	559	Homo sapiens	9606	Complement component 9 deficiency	DI-01383	C9D		https://rest.uniprot.org/uniprotkb/P02748
P02748	C9	Complement component C9	559	Homo sapiens	9606	Macular degeneration, age-related, 15	DI-03998	ARMD15		https://rest.uniprot.org/uniprotkb/P02748
P02771	AFP	Alpha-fetoprotein	609	Homo sapiens	9606	Alpha-fetoprotein deficiency	DI-04204	AFPD		https://rest.uniprot.org/uniprotkb/P02771
P02771	AFP	Alpha-fetoprotein	609	Homo sapiens	9606	Alpha-fetoprotein, hereditary persistence	DI-04205	HPAFP		https://rest.uniprot.org/uniprotkb/P02771
P02786	TFRC	Transferrin receptor protein 1	760	Homo sapiens	9606	Immunodeficiency 46	DI-04634	IMD46		https://rest.uniprot.org/uniprotkb/P02786
P03915	MT-ND5	NADH-ubiquinone oxidoreductase chain 5	603	Homo sapiens	9606	Leber hereditary optic neuropathy	DI-00640	LHON		https://rest.uniprot.org/uniprotkb/P03915
P03915	MT-ND5	NADH-ubiquinone oxidoreductase chain 5	603	Homo sapiens	9606	Leigh syndrome	DI-01886	LS		https://rest.uniprot.org/uniprotkb/P03915
P03915	MT-ND5	NADH-ubiquinone oxidoreductase chain 5	603	Homo sapiens	9606	Mitochondrial encephalomyopathy with lactic acidosis and stroke-like episodes syndrome	DI-01983	MELAS		https://rest.uniprot.org/uniprotkb/P03915
P03951	F11	Coagulation factor XI	625	Homo sapiens	9606	Factor XI deficiency	DI-01542	FA11D		https://rest.uniprot.org/uniprotkb/P03951
P03999	OPN1SW	Short-wave-sensitive opsin 1	345	Homo sapiens	9606	Tritan color blindness	DI-02393	CBT		https://rest.uniprot.org/uniprotkb/P03999
P04062	GBA1	Lysosomal acid glucosylceramidase	536	Homo sapiens	9606	Gaucher disease	DI-03092	GD		https://rest.uniprot.org/uniprotkb/P04062
P04062	GBA1	Lysosomal acid glucosylceramidase	536	Homo sapiens	9606	Gaucher disease 1	DI-01647	GD1		https://rest.uniprot.org/uniprotkb/P04062
P04062	GBA1	Lysosomal acid glucosylceramidase	536	Homo sapiens	9606	Gaucher disease 2	DI-01648	GD2		https://rest.uniprot.org/uniprotkb/P04062
P04062	GBA1	Lysosomal acid glucosylceramidase	536	Homo sapiens	9606	Gaucher disease 3	DI-01649	GD3		https://rest.uniprot.org/uniprotkb/P04062
P04062	GBA1	Lysosomal acid glucosylceramidase	536	Homo sapiens	9606	Gaucher disease 3C	DI-01650	GD3C		https://rest.uniprot.org/uniprotkb/P04062
P04062	GBA1	Lysosomal acid glucosylceramidase	536	Homo sapiens	9606	Gaucher disease perinatal lethal	DI-02151	GDPL		https://rest.uniprot.org/uniprotkb/P04062
P04062	GBA1	Lysosomal acid glucosylceramidase	536	Homo sapiens	9606	Parkinson disease	DI-02134	PARK		https://rest.uniprot.org/uniprotkb/P04062
P04080	CSTB	Cystatin-B	98	Homo sapiens	9606	Epilepsy, progressive myoclonic 1	DI-00952	EPM1		https://rest.uniprot.org/uniprotkb/P04080
P04179	SOD2	Superoxide dismutase [Mn], mitochondrial	222	Homo sapiens	9606	Microvascular complications of diabetes 6	DI-02759	MVCD6		https://rest.uniprot.org/uniprotkb/P04179
P04180	LCAT	Phosphatidylcholine-sterol acyltransferase	440	Homo sapiens	9606	Lecithin-cholesterol acyltransferase deficiency	DI-00642	LCATD		https://rest.uniprot.org/uniprotkb/P04180
P04180	LCAT	Phosphatidylcholine-sterol acyltransferase	440	Homo sapiens	9606	Fish-eye disease	DI-00500	FED		https://rest.uniprot.org/uniprotkb/P04180
P04198	MYCN	N-myc proto-oncogene protein	464	Homo sapiens	9606	Feingold syndrome 1	DI-01612	FGLDS1		https://rest.uniprot.org/uniprotkb/P04198
P04198	MYCN	N-myc proto-oncogene protein	464	Homo sapiens	9606	Megalencephaly-polydactyly syndrome	DI-06864	MPAPA		https://rest.uniprot.org/uniprotkb/P04198
P04275	VWF	von Willebrand factor	2813	Homo sapiens	9606	von Willebrand disease 1	DI-02903	VWD1		https://rest.uniprot.org/uniprotkb/P04275
P04275	VWF	von Willebrand factor	2813	Homo sapiens	9606	von Willebrand disease 2	DI-02904	VWD2		https://rest.uniprot.org/uniprotkb/P04275
P04275	VWF	von Willebrand factor	2813	Homo sapiens	9606	von Willebrand disease 3	DI-02734	VWD3		https://rest.uniprot.org/uniprotkb/P04275
P04626	ERBB2	Receptor tyrosine-protein kinase erbB-2	1255	Homo sapiens	9606	Glioma	DI-02566	GLM		https://rest.uniprot.org/uniprotkb/P04626
P04626	ERBB2	Receptor tyrosine-protein kinase erbB-2	1255	Homo sapiens	9606	Ovarian cancer	DI-01655	OC		https://rest.uniprot.org/uniprotkb/P04626
P04626	ERBB2	Receptor tyrosine-protein kinase erbB-2	1255	Homo sapiens	9606	Lung cancer	DI-02205	LNCR		https://rest.uniprot.org/uniprotkb/P04626
P04626	ERBB2	Receptor tyrosine-protein kinase erbB-2	1255	Homo sapiens	9606	Gastric cancer	DI-02971	GASC		https://rest.uniprot.org/uniprotkb/P04626
P04626	ERBB2	Receptor tyrosine-protein kinase erbB-2	1255	Homo sapiens	9606	Visceral neuropathy, familial, 2, autosomal recessive	DI-06182	VSCN2		https://rest.uniprot.org/uniprotkb/P04626
P05106	ITGB3	Integrin beta-3	788	Homo sapiens	9606	Fetomaternal alloimmune thrombocytopenia 1	DI-07077	FMAIT1		https://rest.uniprot.org/uniprotkb/P05106
P05106	ITGB3	Integrin beta-3	788	Homo sapiens	9606	Glanzmann thrombasthenia 2	DI-06076	GT2		https://rest.uniprot.org/uniprotkb/P05106
P05106	ITGB3	Integrin beta-3	788	Homo sapiens	9606	Bleeding disorder, platelet-type, 24	DI-06077	BDPLT24		https://rest.uniprot.org/uniprotkb/P05106
P05452	CLEC3B	Tetranectin	202	Homo sapiens	9606	Macular dystrophy, retinal, 4	DI-06454	MCDR4		https://rest.uniprot.org/uniprotkb/P05452
P05787	KRT8	Keratin, type II cytoskeletal 8	483	Homo sapiens	9606	Cirrhosis	DI-01454	CIRRH		https://rest.uniprot.org/uniprotkb/P05787
P05813	CRYBA1	Beta-crystallin A3	215	Homo sapiens	9606	Cataract 10, multiple types	DI-01423	CTRCT10		https://rest.uniprot.org/uniprotkb/P05813
P05976	MYL1	Myosin light chain 1/3, skeletal muscle isoform	194	Homo sapiens	9606	Congenital myopathy 14	DI-05562	CMYO14		https://rest.uniprot.org/uniprotkb/P05976
P05997	COL5A2	Collagen alpha-2(V) chain	1499	Homo sapiens	9606	Ehlers-Danlos syndrome, classic type, 2	DI-00437	EDSCL2		https://rest.uniprot.org/uniprotkb/P05997
P06865	HEXA	Beta-hexosaminidase subunit alpha	529	Homo sapiens	9606	GM2-gangliosidosis 1	DI-00536	GM2G1		https://rest.uniprot.org/uniprotkb/P06865
P07359	GP1BA	Platelet glycoprotein Ib alpha chain	652	Homo sapiens	9606	Non-arteritic anterior ischemic optic neuropathy	DI-02713	NAION		https://rest.uniprot.org/uniprotkb/P07359
P07359	GP1BA	Platelet glycoprotein Ib alpha chain	652	Homo sapiens	9606	Bernard-Soulier syndrome	DI-01274	BSS		https://rest.uniprot.org/uniprotkb/P07359
P07359	GP1BA	Platelet glycoprotein Ib alpha chain	652	Homo sapiens	9606	Bernard-Soulier syndrome A2, autosomal dominant	DI-01273	BSSA2		https://rest.uniprot.org/uniprotkb/P07359
P07359	GP1BA	Platelet glycoprotein Ib alpha chain	652	Homo sapiens	9606	von Willebrand disease, platelet-type	DI-02415	VWDP		https://rest.uniprot.org/uniprotkb/P07359
